column	type	plain_pages	rle_dict_pages	comparison_windows	rows_compared	plain_window_wins	rle_dict_window_wins	tie_window_wins	plain_window_win_pct	rle_dict_window_win_pct	tie_window_win_pct	plain_rows_won	rle_dict_rows_won	tie_rows_won	plain_row_win_pct	rle_dict_row_win_pct	tie_row_win_pct	plain_allocated_compressed_bytes	rle_dict_allocated_compressed_bytes_with_amortized_dictionary	rle_dict_allocated_to_plain_ratio	best_pagewise_allocated_compressed_bytes	best_pagewise_savings_vs_plain_bytes	best_pagewise_allocated_to_plain_ratio	uncompressed_bytes_for_ratio	plain_zstd_aggregate_to_uncompressed_ratio	rle_dict_zstd_aggregate_to_uncompressed_ratio	best_pagewise_zstd_aggregate_to_uncompressed_ratio	rle_dict_ratio_advantage_vs_plain	absolute_plain_rle_ratio_difference	winner_by_allocated_bytes	rle_dict_allocated_compressed_bytes_without_dictionary_pages	rle_dict_without_dictionary_allocated_to_plain_ratio	winner_without_dictionary_pages	rle_dict_without_dictionary_overhead_flip_window_wins	rle_dict_without_dictionary_overhead_flip_window_win_pct	rle_dict_without_dictionary_overhead_flip_rows	rle_dict_without_dictionary_overhead_flip_row_pct	plain_total_page_compressed_bytes	rle_dict_total_page_compressed_bytes_with_amortized_dictionary	rle_dict_total_page_compressed_bytes_without_dictionary_pages	exact_matched_pages	exact_plain_wins	exact_rle_dict_wins	exact_ties	unmatched_plain_pages	unmatched_rle_dict_pages	plain_zstd_to_uncompressed_ratio_count	plain_zstd_to_uncompressed_ratio_min	plain_zstd_to_uncompressed_ratio_median	plain_zstd_to_uncompressed_ratio_max	rle_dict_zstd_to_uncompressed_ratio_count	rle_dict_zstd_to_uncompressed_ratio_min	rle_dict_zstd_to_uncompressed_ratio_median	rle_dict_zstd_to_uncompressed_ratio_max	plain_win_plain_zstd_to_uncompressed_ratio_count	plain_win_plain_zstd_to_uncompressed_ratio_min	plain_win_plain_zstd_to_uncompressed_ratio_median	plain_win_plain_zstd_to_uncompressed_ratio_max	plain_win_rle_dict_zstd_to_uncompressed_ratio_count	plain_win_rle_dict_zstd_to_uncompressed_ratio_min	plain_win_rle_dict_zstd_to_uncompressed_ratio_median	plain_win_rle_dict_zstd_to_uncompressed_ratio_max	rle_dict_win_rle_dict_zstd_to_uncompressed_ratio_count	rle_dict_win_rle_dict_zstd_to_uncompressed_ratio_min	rle_dict_win_rle_dict_zstd_to_uncompressed_ratio_median	rle_dict_win_rle_dict_zstd_to_uncompressed_ratio_max	rle_dict_win_plain_zstd_to_uncompressed_ratio_count	rle_dict_win_plain_zstd_to_uncompressed_ratio_min	rle_dict_win_plain_zstd_to_uncompressed_ratio_median	rle_dict_win_plain_zstd_to_uncompressed_ratio_max
IsParameter	INT(16,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	996017	3983	0	99.601700	0.398300	0.000000	4240.000000	6292.000000	1.483962	4227.489202	12.510798	0.997049	4003529.000000	0.001059	0.001572	0.001056	-0.000513	0.000513	plain	4372.000000	1.031132	plain	57	49.137931	632691	63.269100	4240.000000	6292.000000	4372.000000	0	0	0	0	57	60	116	0.000942	0.000984	0.004440	116	0.001346	0.001553	0.003668	115	0.000942	0.000982	0.001203	115	0.001346	0.001552	0.003668	1	0.003657	0.003657	0.003657	1	0.004440	0.004440	0.004440
ParamCurrencyID	INT(16,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	996017	3983	0	99.601700	0.398300	0.000000	4240.000000	6292.000000	1.483962	4227.489202	12.510798	0.997049	4003529.000000	0.001059	0.001572	0.001056	-0.000513	0.000513	plain	4372.000000	1.031132	plain	57	49.137931	632691	63.269100	4240.000000	6292.000000	4372.000000	0	0	0	0	57	60	116	0.000942	0.000984	0.004440	116	0.001346	0.001553	0.003668	115	0.000942	0.000982	0.001203	115	0.001346	0.001552	0.003668	1	0.003657	0.003657	0.003657	1	0.004440	0.004440	0.004440
WithHash	INT(16,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	996017	3983	0	99.601700	0.398300	0.000000	4240.000000	6292.000000	1.483962	4227.489202	12.510798	0.997049	4003529.000000	0.001059	0.001572	0.001056	-0.000513	0.000513	plain	4372.000000	1.031132	plain	57	49.137931	632691	63.269100	4240.000000	6292.000000	4372.000000	0	0	0	0	57	60	116	0.000942	0.000984	0.004440	116	0.001346	0.001553	0.003668	115	0.000942	0.000982	0.001203	115	0.001346	0.001552	0.003668	1	0.003657	0.003657	0.003657	1	0.004440	0.004440	0.004440
OpenerName	INT(32,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	996017	3983	0	99.601700	0.398300	0.000000	4239.000000	6292.000000	1.484312	4226.489202	12.510798	0.997049	4003528.000000	0.001059	0.001572	0.001056	-0.000513	0.000513	plain	4372.000000	1.031375	plain	56	48.275862	613374	61.337400	4239.000000	6292.000000	4372.000000	0	0	0	0	57	60	116	0.000929	0.000984	0.004440	116	0.001346	0.001553	0.003668	115	0.000929	0.000982	0.001203	115	0.001346	0.001552	0.003668	1	0.003657	0.003657	0.003657	1	0.004440	0.004440	0.004440
SocialSourcePage	STRING	57	60	116	1000000	102	14	0	87.931034	12.068966	0.000000	962871	37129	0	96.287100	3.712900	0.000000	4856.000000	6940.000000	1.429160	4759.791848	96.208152	0.980188	4003989.000000	0.001213	0.001733	0.001189	-0.000520	0.000520	plain	4352.000000	0.896211	rle-dict	36	31.034483	359772	35.977200	4856.000000	6940.000000	4352.000000	0	0	0	0	57	60	116	0.000648	0.000779	0.002943	116	0.001141	0.001519	0.003449	102	0.000648	0.000767	0.002943	102	0.001142	0.001590	0.003449	14	0.001141	0.001296	0.001818	14	0.001357	0.002002	0.002806
ParamOrderID	STRING	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2872.000000	5332.000000	1.856546	2872.000000	0.000000	1.000000	4002161.000000	0.000718	0.001332	0.000718	-0.000615	0.000615	plain	3412.000000	1.188022	plain	15	12.931034	7400	0.740000	2872.000000	5332.000000	3412.000000	0	0	0	0	57	60	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
Params	STRING	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2872.000000	5332.000000	1.856546	2872.000000	0.000000	1.000000	4002161.000000	0.000718	0.001332	0.000718	-0.000615	0.000615	plain	3412.000000	1.188022	plain	15	12.931034	7400	0.740000	2872.000000	5332.000000	3412.000000	0	0	0	0	57	60	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
SocialAction	STRING	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2872.000000	5332.000000	1.856546	2872.000000	0.000000	1.000000	4002161.000000	0.000718	0.001332	0.000718	-0.000615	0.000615	plain	3412.000000	1.188022	plain	15	12.931034	7400	0.740000	2872.000000	5332.000000	3412.000000	0	0	0	0	57	60	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
SocialNetwork	STRING	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2872.000000	5332.000000	1.856546	2872.000000	0.000000	1.000000	4002161.000000	0.000718	0.001332	0.000718	-0.000615	0.000615	plain	3412.000000	1.188022	plain	15	12.931034	7400	0.740000	2872.000000	5332.000000	3412.000000	0	0	0	0	57	60	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	116	0.000641	0.000669	0.002943	116	0.001139	0.001316	0.003093	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
OS	INT(16,true)	57	60	116	1000000	85	31	0	73.275862	26.724138	0.000000	739875	260125	0	73.987500	26.012500	0.000000	105905.000000	121811.000000	1.150191	104069.949406	1835.050594	0.982673	4003587.000000	0.026453	0.030425	0.025994	-0.003973	0.003973	plain	114162.000000	1.077966	plain	18	15.517241	170271	17.027100	105905.000000	121811.000000	114162.000000	0	0	0	0	57	60	116	0.013235	0.029781	0.045263	116	0.024852	0.030126	0.046963	85	0.013235	0.020808	0.045009	85	0.024852	0.026987	0.046963	31	0.025840	0.032288	0.045225	31	0.030426	0.033495	0.045263
ResolutionWidth	INT(16,true)	57	60	116	1000000	102	14	0	87.931034	12.068966	0.000000	868251	131749	0	86.825100	13.174900	0.000000	187141.000000	205670.000000	1.099011	186465.934275	675.065725	0.996393	4003584.000000	0.046743	0.051371	0.046575	-0.004628	0.004628	plain	185893.000000	0.993331	rle-dict	45	38.793103	336309	33.630900	187141.000000	205670.000000	185893.000000	0	0	0	0	57	60	116	0.036568	0.046252	0.073651	116	0.043267	0.049834	0.072840	102	0.036568	0.042562	0.069904	102	0.043267	0.049627	0.072840	14	0.044316	0.050231	0.072765	14	0.046252	0.051141	0.073651
SendTiming	INT(32,true)	57	60	116	1000000	112	4	0	96.551724	3.448276	0.000000	962463	37537	0	96.246300	3.753700	0.000000	61444.000000	80125.000000	1.304033	59621.993194	1822.006806	0.970347	4003537.000000	0.015347	0.020014	0.014892	-0.004666	0.004666	plain	55926.000000	0.910195	rle-dict	76	65.517241	804538	80.453800	61444.000000	80125.000000	55926.000000	0	0	0	0	57	60	116	0.000953	0.001149	0.189568	116	0.001346	0.001694	0.239365	112	0.000953	0.001139	0.189568	112	0.001346	0.001693	0.239365	4	0.001691	0.001732	0.061010	4	0.001787	0.002391	0.095743
ResolutionHeight	INT(16,true)	57	60	116	1000000	111	5	0	95.689655	4.310345	0.000000	960461	39539	0	96.046100	3.953900	0.000000	186024.000000	208351.000000	1.120022	185730.576702	293.423298	0.998423	4003586.000000	0.046464	0.052041	0.046391	-0.005577	0.005577	plain	185847.000000	0.999049	rle-dict	50	43.103448	402029	40.202900	186024.000000	208351.000000	185847.000000	0	0	0	0	57	60	116	0.036160	0.046084	0.073118	116	0.043112	0.051107	0.077159	111	0.036160	0.044088	0.073118	111	0.043112	0.051111	0.077159	5	0.045429	0.046419	0.066677	5	0.046046	0.050618	0.068525
DNSTiming	INT(32,true)	57	60	116	1000000	102	14	0	87.931034	12.068966	0.000000	891026	108974	0	89.102600	10.897400	0.000000	135564.000000	158368.000000	1.168216	134858.968097	705.031903	0.994799	4003585.000000	0.033861	0.039557	0.033685	-0.005696	0.005696	plain	121253.000000	0.894434	rle-dict	92	79.310345	838014	83.801400	135564.000000	158368.000000	121253.000000	0	0	0	0	57	60	116	0.017361	0.036388	0.072030	116	0.022212	0.041041	0.093832	102	0.017361	0.025310	0.072030	102	0.022212	0.030405	0.093832	14	0.037538	0.043927	0.050159	14	0.039677	0.044380	0.057003
UserAgentMajor	INT(16,true)	57	60	116	1000000	96	20	0	82.758621	17.241379	0.000000	813364	186636	0	81.336400	18.663600	0.000000	154189.000000	180166.000000	1.168475	152823.016742	1365.983258	0.991141	4003585.000000	0.038513	0.045001	0.038172	-0.006488	0.006488	plain	171314.000000	1.111065	plain	24	20.689655	207761	20.776100	154189.000000	180166.000000	171314.000000	0	0	0	0	57	60	116	0.018623	0.040083	0.063361	116	0.038973	0.043758	0.064088	96	0.018623	0.035409	0.063361	96	0.038973	0.043654	0.064088	20	0.039631	0.044360	0.062396	20	0.041313	0.045611	0.063361
ConnectTiming	INT(32,true)	57	60	116	1000000	107	9	0	92.241379	7.758621	0.000000	979098	20902	0	97.909800	2.090200	0.000000	333314.000000	380387.000000	1.141227	333253.021593	60.978407	0.999817	4003600.000000	0.083254	0.095011	0.083238	-0.011758	0.011758	plain	290123.000000	0.870419	rle-dict	101	87.068966	960340	96.034000	333314.000000	380387.000000	290123.000000	0	0	0	0	57	60	116	0.038599	0.086658	0.130182	116	0.043169	0.109108	0.154128	107	0.038599	0.103548	0.130182	107	0.043169	0.118808	0.154128	9	0.045598	0.052322	0.056205	9	0.047632	0.056085	0.062826
RegionID	INT(32,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	991605	8395	0	99.160500	0.839500	0.000000	191174.000000	248192.000000	1.298252	191151.333504	22.666496	0.999881	4003586.000000	0.047751	0.061992	0.047745	-0.014242	0.014242	plain	199962.000000	1.045969	plain	43	37.068966	363008	36.300800	191174.000000	248192.000000	199962.000000	0	0	0	0	57	60	116	0.034518	0.048718	0.090677	116	0.045375	0.056382	0.135463	115	0.034518	0.048718	0.090677	115	0.045375	0.056388	0.135463	1	0.054502	0.054502	0.054502	1	0.055176	0.055176	0.055176
Robotness	INT(16,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	998589	1411	0	99.858900	0.141100	0.000000	173697.000000	243015.000000	1.399074	173680.441956	16.558044	0.999905	4003586.000000	0.043385	0.060699	0.043381	-0.017314	0.017314	plain	207445.000000	1.194292	plain	7	6.034483	74863	7.486300	173697.000000	243015.000000	207445.000000	0	0	0	0	57	60	116	0.026178	0.043231	0.069513	116	0.047064	0.059885	0.088932	115	0.026178	0.043231	0.069513	115	0.047064	0.059021	0.088932	1	0.064474	0.064474	0.064474	1	0.067406	0.067406	0.067406
WindowName	INT(32,true)	57	60	116	1000000	98	18	0	84.482759	15.517241	0.000000	949167	50833	0	94.916700	5.083300	0.000000	70817.000000	148984.000000	2.103789	70003.391443	813.608557	0.988511	4003578.000000	0.017688	0.037213	0.017485	-0.019524	0.019524	plain	73461.000000	1.037336	plain	74	63.793103	821351	82.135100	70817.000000	148984.000000	73461.000000	0	0	0	0	57	60	116	0.001313	0.002270	0.209216	116	0.001569	0.002572	0.448477	98	0.001313	0.002162	0.209216	98	0.001570	0.002639	0.448477	18	0.001569	0.002053	0.079249	18	0.001846	0.002430	0.094152
Interests	INT(16,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	193520.000000	310229.000000	1.603085	193520.000000	0.000000	1.000000	4003584.000000	0.048337	0.077488	0.048337	-0.029151	0.029151	plain	243308.000000	1.257276	plain	16	13.793103	117817	11.781700	193520.000000	310229.000000	243308.000000	0	0	0	0	57	60	116	0.038894	0.046197	0.078025	116	0.054316	0.075356	0.133485	116	0.038894	0.046197	0.078025	116	0.054316	0.075356	0.133485	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
ResponseEndTiming	INT(32,true)	57	60	116	1000000	112	4	0	96.551724	3.448276	0.000000	992596	7404	0	99.259600	0.740400	0.000000	937782.000000	1056836.000000	1.126953	937312.644110	469.355890	0.999500	4003641.000000	0.234232	0.263969	0.234115	-0.029736	0.029736	plain	808122.000000	0.861738	rle-dict	112	96.551724	992596	99.259600	937782.000000	1056836.000000	808122.000000	0	0	0	0	57	60	116	0.154062	0.201261	0.328791	116	0.161595	0.230432	0.388091	112	0.154062	0.203473	0.328791	112	0.161617	0.231967	0.388091	4	0.161595	0.178995	0.233521	4	0.168662	0.187511	0.249822
FetchTiming	INT(32,true)	57	60	116	1000000	114	2	0	98.275862	1.724138	0.000000	992406	7594	0	99.240600	0.759400	0.000000	549819.000000	695763.000000	1.265440	548560.344618	1258.655382	0.997711	4003625.000000	0.137330	0.173783	0.137016	-0.036453	0.036453	plain	479502.000000	0.872109	rle-dict	111	95.689655	961872	96.187200	549819.000000	695763.000000	479502.000000	0	0	0	0	57	60	116	0.049769	0.120484	0.191446	116	0.062320	0.152555	0.258477	114	0.049769	0.121329	0.191446	114	0.062320	0.152638	0.258477	2	0.062330	0.078319	0.094308	2	0.106063	0.108200	0.110336
WindowClientWidth	INT(16,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	305751.000000	475942.000000	1.556633	305751.000000	0.000000	1.000000	4003589.000000	0.076369	0.118879	0.076369	-0.042510	0.042510	plain	387158.000000	1.266253	plain	2	1.724138	6946	0.694600	305751.000000	475942.000000	387158.000000	0	0	0	0	57	60	116	0.061715	0.073795	0.126578	116	0.080314	0.120044	0.164887	116	0.061715	0.073795	0.126578	116	0.080314	0.120044	0.164887	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
FUniqID	INT(64,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	694033.000000	1065272.000000	1.534901	694033.000000	0.000000	1.000000	8004554.000000	0.086705	0.133083	0.086705	-0.046378	0.046378	plain	457100.000000	0.658614	rle-dict	115	99.137931	999361	99.936100	694033.000000	1065272.000000	457100.000000	0	0	0	0	57	60	116	0.064654	0.084248	0.147685	116	0.098235	0.126698	0.213652	116	0.064654	0.084248	0.147685	116	0.098235	0.126698	0.213652	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
UserID	INT(64,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	618298.000000	1106815.000000	1.790100	618298.000000	0.000000	1.000000	8004550.000000	0.077243	0.138273	0.077243	-0.061030	0.061030	plain	459454.000000	0.743095	rle-dict	115	99.137931	999361	99.936100	618298.000000	1106815.000000	459454.000000	0	0	0	0	57	60	116	0.057317	0.073917	0.134496	116	0.105082	0.133649	0.221801	116	0.057317	0.073917	0.134496	116	0.105082	0.133649	0.221801	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
WindowClientHeight	INT(16,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	319807.000000	591986.000000	1.851073	319807.000000	0.000000	1.000000	4003589.000000	0.079880	0.147864	0.079880	-0.067984	0.067984	plain	463283.000000	1.448633	plain	1	0.862069	9268	0.926800	319807.000000	591986.000000	463283.000000	0	0	0	0	57	60	116	0.055606	0.087650	0.130024	116	0.122339	0.145715	0.180953	116	0.055606	0.087650	0.130024	116	0.122339	0.145715	0.180953	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
RemoteIP	INT(32,true)	57	60	116	1000000	114	2	0	98.275862	1.724138	0.000000	988642	11358	0	98.864200	1.135800	0.000000	426607.000000	701005.000000	1.643210	426522.200834	84.799166	0.999801	4003603.000000	0.106556	0.175094	0.106535	-0.068538	0.068538	plain	409421.000000	0.959715	rle-dict	53	45.689655	457679	45.767900	426607.000000	701005.000000	409421.000000	0	0	0	0	57	60	116	0.077174	0.106920	0.181774	116	0.112476	0.173307	0.323336	114	0.077174	0.101575	0.181774	114	0.112476	0.173627	0.323336	2	0.112795	0.117869	0.122942	2	0.115375	0.119965	0.124555
IPNetworkID	INT(32,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	323783.000000	623466.000000	1.925567	323783.000000	0.000000	1.000000	4003592.000000	0.080873	0.155727	0.080873	-0.074854	0.074854	plain	420742.000000	1.299457	plain	0	0.000000	0	0.000000	323783.000000	623466.000000	420742.000000	0	0	0	0	57	60	116	0.061107	0.079374	0.138459	116	0.130083	0.148532	0.255667	116	0.061107	0.079374	0.138459	116	0.130083	0.148532	0.255667	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
ResponseStartTiming	INT(32,true)	57	60	116	1000000	115	1	0	99.137931	0.862069	0.000000	999832	168	0	99.983200	0.016800	0.000000	1245891.000000	1587891.000000	1.274502	1245889.031904	1.968096	0.999998	4003643.000000	0.311189	0.396612	0.311189	-0.085422	0.085422	plain	1011938.000000	0.812220	rle-dict	112	96.551724	998417	99.841700	1245891.000000	1587891.000000	1011938.000000	0	0	0	0	57	60	116	0.185654	0.293878	0.456982	116	0.213042	0.376647	0.626870	115	0.185654	0.298997	0.456982	115	0.213042	0.376685	0.626870	1	0.221506	0.221506	0.221506	1	0.224432	0.224432	0.224432
RefererHash	INT(64,true)	57	60	116	1000000	107	9	0	92.241379	7.758621	0.000000	942696	57304	0	94.269600	5.730400	0.000000	2842003.000000	3530099.000000	1.242117	2825249.993352	16753.006648	0.994105	8004554.000000	0.355048	0.441011	0.352955	-0.085963	0.085963	plain	1297044.000000	0.456384	rle-dict	107	92.241379	942696	94.269600	2842003.000000	3530099.000000	1297044.000000	0	0	0	0	57	60	116	0.096979	0.295110	0.589756	116	0.083988	0.398889	0.647694	107	0.096979	0.300163	0.589756	107	0.103434	0.399135	0.647694	9	0.083988	0.107193	0.472061	9	0.096979	0.119260	0.497971
ClientIP	INT(32,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	408069.000000	813095.000000	1.992543	408069.000000	0.000000	1.000000	4003599.000000	0.101926	0.203091	0.101926	-0.101165	0.101165	plain	474718.000000	1.163328	plain	9	7.758621	82552	8.255200	408069.000000	813095.000000	474718.000000	0	0	0	0	57	60	116	0.076286	0.100056	0.181492	116	0.162637	0.194141	0.324087	116	0.076286	0.100056	0.181492	116	0.162637	0.194141	0.324087	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
URLHash	INT(64,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	3580480.000000	4558127.000000	1.273049	3580480.000000	0.000000	1.000000	8004551.000000	0.447306	0.569442	0.447306	-0.122136	0.122136	plain	1588718.000000	0.443716	rle-dict	116	100.000000	1000000	100.000000	3580480.000000	4558127.000000	1588718.000000	0	0	0	0	57	60	116	0.316900	0.488560	0.659758	116	0.440634	0.611606	0.758715	116	0.316900	0.488560	0.659758	116	0.440634	0.611606	0.758715	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
HID	INT(32,true)	57	60	116	1000000	67	49	0	57.758621	42.241379	0.000000	572460	427540	0	57.246000	42.754000	0.000000	3849795.000000	4492493.000000	1.166943	3743107.892105	106687.107895	0.972288	4003642.000000	0.961573	1.122102	0.934926	-0.160528	0.160528	plain	1751613.000000	0.454989	rle-dict	67	57.758621	572460	57.246000	3849795.000000	4492493.000000	1751613.000000	0	0	0	0	57	60	116	0.630573	1.000156	1.000625	116	0.931866	1.011124	1.376089	67	0.630573	1.000155	1.000625	67	0.931977	1.361660	1.376089	49	0.931866	0.938230	0.939842	49	1.000152	1.000178	1.000182
ClientEventTime	TIMESTAMP(isAdjustedToUTC=true,unit=MILLIS)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2475752.000000	3958950.000000	1.599090	2475752.000000	0.000000	1.000000	8004556.000000	0.309293	0.494587	0.309293	-0.185294	0.185294	plain	1725094.000000	0.696796	rle-dict	87	75.000000	728681	72.868100	2475752.000000	3958950.000000	1725094.000000	0	0	0	0	57	60	116	0.213242	0.377734	0.410821	116	0.400263	0.568750	0.590310	116	0.213242	0.377734	0.410821	116	0.400263	0.568750	0.590310	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
LocalEventTime	TIMESTAMP(isAdjustedToUTC=true,unit=MILLIS)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2520192.000000	4023641.000000	1.596561	2520192.000000	0.000000	1.000000	8004555.000000	0.314845	0.502669	0.314845	-0.187824	0.187824	plain	1754762.000000	0.696281	rle-dict	114	98.275862	983123	98.312300	2520192.000000	4023641.000000	1754762.000000	0	0	0	0	57	60	116	0.217579	0.380492	0.410909	116	0.422039	0.567960	0.590164	116	0.217579	0.380492	0.410909	116	0.422039	0.567960	0.590164	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
EventTime	TIMESTAMP(isAdjustedToUTC=true,unit=MILLIS)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	2517896.000000	4021665.000000	1.597232	2517896.000000	0.000000	1.000000	8004556.000000	0.314558	0.502422	0.314558	-0.187864	0.187864	plain	1754763.000000	0.696916	rle-dict	114	98.275862	983123	98.312300	2517896.000000	4021665.000000	1754763.000000	0	0	0	0	57	60	116	0.217912	0.378640	0.410275	116	0.421917	0.566240	0.589746	116	0.217912	0.378640	0.410275	116	0.421917	0.566240	0.589746	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
WatchID	INT(64,true)	57	60	116	1000000	116	0	0	100.000000	0.000000	0.000000	1000000	0	0	100.000000	0.000000	0.000000	8005365.000000	9852495.000000	1.230737	8005365.000000	0.000000	1.000000	8004557.000000	1.000101	1.230861	1.000101	-0.230760	0.230760	plain	1850153.000000	0.231114	rle-dict	116	100.000000	1000000	100.000000	8005365.000000	9852495.000000	1850153.000000	0	0	0	0	57	60	116	1.000093	1.000097	1.000313	116	1.202480	1.234605	1.234801	116	1.000093	1.000097	1.000313	116	1.202480	1.234605	1.234801	0	0.000000	0.000000	0.000000	0	0.000000	0.000000	0.000000
